,Model,Brand,Fuel_type,Running_in_kms,Engine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,height,width,length,Weight,top_speed,Car_Price,Location,Car_age
7111,City,Honda,Petrol,59000,1497,Manual,17.4,5,Urban Titanium,117.3,Disc,Drum,1495,1695,4440,,195,550000,Kolkata,7
7112,Wagon R,Maruti,Petrol,25301,1061,Manual,18.9,5,Golden,67,Ventilated Disc,Drum,1700,1475,3595,1350,,180000,Kolkata,13
7113,i10,Hyundai,Petrol,26000,1197,Manual,20.36,5,Red,78.9,Ventilated Disc,Drum,1550,1595,3585,,,250000,Kolkata,8
7114,A6,Audi,Diesel,31000,1968,Automatic,17.68,5,White,174.3,Ventilated Disc,Ventilated Disc,1455,2086,4915,2165,222,2095000,Kolkata,6
7115,Amaze,Honda,Diesel,44000,1498,Manual,25.8,5,Silver,98.6,Disc,Drum,1505,1680,3990,,170,319000,Kolkata,8
7116,i10,Hyundai,Petrol,39000,1197,Manual,20.36,5,White,78.9,Ventilated Disc,Drum,1550,1595,3565,,,345000,Kolkata,4
7117,i10,Hyundai,Petrol,40000,1197,Manual,20.36,5,Red,78.9,Ventilated Disc,Drum,1550,1595,3585,,,205000,Kolkata,10
7118,Zest,Tata,Petrol,5000,1193,Manual,17.57,5,,88.7,Disc,Drum,1570,1706,3995,,154,290000,Kolkata,6
7119,Verna,Hyundai,Petrol,23300,1396,Manual,17.43,5,Grey,105.5,Disc,Drum,1475,1700,4375,,171,590000,Kolkata,4
7120,i20,Hyundai,Diesel,45600,1396,Manual,21.9,5,White,90,Disc,Disc,1505,1710,3940,,,240000,Kolkata,10
7121,Ciaz,Maruti,Petrol,20289,1373,Manual,20.73,5,Grey,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,650000,Kolkata,4
7122,Vitara Brezza,Maruti,Diesel,68000,1248,Manual,24.3,5,White,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,690000,Kolkata,5
7123,Polo,Volkswagen,Petrol,51472,1198,Manual,16.47,5,Grey,73.9,Disc,Drum,1453,1682,3970,,162,325000,Kolkata,9
7124,Celerio X,Maruti,Petrol,11000,998,Manual,21.63,5,Blue,67,Ventilated Disc,Drum,1565,1635,3715,1250,,450000,Kolkata,2
7125,A4,Audi,Diesel,43000,1968,Automatic,15.2,5,Red,140.8,Ventilated Disc,Disc,1427,1826,4701,2065,210,1100000,Kolkata,10
7126,i20,Hyundai,Petrol,11000,1197,Manual,18.6,5,Red,81.86,Disc,Drum,1505,1734,3985,,170,550000,Kolkata,3
7127,Rover Range Rover Evoque,Land,Diesel,11379,1999,Automatic,15.68,5,Red,177,Disc,Disc,1635,2120,4360,2350,195,4299000,Kolkata,3
7128,BR-V,Honda,Petrol,28364,1497,Manual,15.4,7,Oliv Green,117.3,Disc,Drum,1666,1735,4453,,,649000,Kolkata,4
7129,Baleno,Maruti,Petrol,37351,1197,Automatic,19.56,5,Blue,81.8,Disc,Drum,1510,1745,3995,1360,,569000,Kolkata,3
7130,Ciaz,Maruti,Diesel,60254,1248,Manual,28.09,5,Silver,88.5,Ventilated Disc,Drum,1485,1730,4490,1595,190,549000,Kolkata,5
7131,Superb,Skoda,Diesel,68652,1968,Automatic,17.2,5,White,138.1,Disc,Disc,1482,1817,4838,2124,,699000,Kolkata,7
7132,XUV500,Mahindra,Diesel,60105,2179,Manual,15.1,7,Purple,140,Disc & Caliper Type,Disc & Caliper Type,1785,1890,4585,2450,175,949000,Kolkata,6
7133,Lodgy,Renault,Diesel,47000,1461,Manual,21.04,8,Silver,83.8,Ventilated Disc,Drum,1697,1751,4498,,156,549000,Kolkata,5
7134,i10,Hyundai,Petrol,55000,1197,Manual,20.36,5,Grey,78.9,Ventilated Disc,Drum,1550,1595,3585,,,275000,Kolkata,6
7135,Ciaz,Maruti,Diesel,43902,1248,Manual,28.09,5,White,88.5,Ventilated Disc,Drum,1485,1730,4490,1590,,799000,Kolkata,3
7136,A6,Audi,Diesel,72941,1968,Automatic,17.68,5,White,174.3,Ventilated Disc,Ventilated Disc,1455,2086,4915,2165,222,1249000,Kolkata,10
7137,XC 90,Volvo,Diesel,69700,1969,Automatic,17.2,7,Black,235,Disc,Disc,1776,2140,4950,,180,4499000,Kolkata,5
7138,City,Honda,Petrol,48000,1497,Manual,17.8,5,Grey,117.3,Disc,Drum,1495,1695,4440,,195,449000,Kolkata,7
7139,Wagon R,Maruti,Petrol,24381,998,Manual,21.79,5,Sky Blue,67.05,Disc,Drum,1675,1620,3655,1340,,349000,Kolkata,3
7140,Seltos,Kia,Diesel,13000,1493,Manual,20.8,5,White,113.4,Disc,Disc,1645,1800,4315,,,1449000,Kolkata,2
7141,TUV 300,Mahindra,Diesel,72000,1493,Manual,18.49,7,Orange,100,Disc,Drum,1826,1835,3995,2225,156,549000,Kolkata,5
7142,City,Honda,Diesel,36000,1498,Manual,25.6,5,Grey,97.9,Ventilated Disc,Drum,1495,1695,4440,1550,175,975000,Kolkata,3
7143,Innova,Toyota,Diesel,85000,2494,Manual,12.99,7,Grey,100.6,Ventilated Disc,Drum,1760,1760,4585,2300,155,675000,Kolkata,8
7144,Grand i10,Hyundai,Petrol,41000,1197,Manual,18.9,5,Grey,81.86,Disc,Drum,1520,1660,3765,,165,450000,Kolkata,3
7145,Verna,Hyundai,Petrol,23300,1396,Manual,17.43,5,Grey,105.5,Disc,Drum,1475,1700,4375,,171,590000,Kolkata,4
7146,i20,Hyundai,Diesel,45600,1396,Manual,21.9,5,White,90,Disc,Disc,1505,1710,3940,,,240000,Kolkata,10
7147,Innova,Toyota,Diesel,83401,2494,Manual,12.99,7,Grey,100.6,Ventilated Disc,Drum,1760,1765,4585,2300,155,930000,Kolkata,6
7148,Vento,Volkswagen,Diesel,61821,1598,Manual,20.54,5,Blue,103.6,Disc,Drum,1466,1699,4384,1760,186,355000,Kolkata,8
7149,Bolero,Mahindra,Diesel,63400,2523,Manual,15.96,7,White,62.1,Disc,Drum,1880,1745,4107,,117,395000,Kolkata,8
7150,EON,Hyundai,Petrol,51920,814,Manual,21.1,5,White,55.2,Disc,Drum,1500,1550,3495,,135,175000,Kolkata,7
7151,Scorpio,Mahindra,Diesel,14000,2179,Manual,0,7,White,140,Ventilated Disc,Drum,1995,1820,4456,2510,,1625000,Kolkata,1
7152,Jetta,Volkswagen,Diesel,43700,1968,Automatic,16.96,5,Brown,138,Disc,Disc,1453,1778,4659,1970,207,770000,Kolkata,7
7153,Lodgy,Renault,Diesel,26600,1461,Manual,19.98,8,Silver,108.5,Ventilated Disc,Drum,1709,1767,4522,,170,581000,Kolkata,4
7154,i20,Hyundai,Petrol,42000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,425000,Kolkata,7
7155,XF,Jaguar,Diesel,6000,2179,Automatic,16.36,5,Brown,187.7,Disc,Disc,1460,1877,4961,2320,225,1850000,Kolkata,8
7156,Getz,Hyundai,Petrol,35000,1086,Manual,15,5,Golden,66.6,Ventilated Disc,Drum,1515,1665,3825,1450,148,125000,Kolkata,14
7157,City,Honda,Petrol,58000,1493,Manual,12.8,5,Black,100,,,,,,,,165000,Kolkata,17
7158,SX4 S Cross,Maruti,Diesel,65000,1248,Manual,25.1,5,Blue,88.5,Disc,Disc,1595,1785,4300,1670,164,795000,Kolkata,3
7159,Marazzo,Mahindra,Diesel,30000,1497,Manual,17.3,8,White,120.9,Disc,Disc,1774,1866,4585,,,890000,Kolkata,2
7160,Superb,Skoda,Petrol,52000,1798,Automatic,12.6,5,A Royal,161.6,Disc,Disc,1482,1817,4838,2091,,400000,Kolkata,11
7161,Rapid,Skoda,Diesel,54608,1498,Manual,21.14,5,Grey,103.5,Disc,Drum,1466,1699,4386,1760,186,399000,Kolkata,7
7162,Wagon R,Maruti,Petrol,44000,998,Manual,21.79,5,Brown,67.05,Disc,Drum,1675,1620,3655,1340,,240000,Kolkata,9
7163,Swift,Maruti,Diesel,23000,1248,Manual,25.2,5,Grey,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,450000,Kolkata,5
7164,Alto K10,Maruti,Petrol,38000,998,Manual,20.92,5,Silver,67.1,Ventilated Disc,Drum,1460,1475,3620,1185,,211000,Kolkata,10
7165,Alto K10,Maruti,Petrol,13000,998,Automatic,23.95,5,Maroon,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,366000,Kolkata,2
7166,Grand i10,Hyundai,Petrol,30000,1197,Manual,18.9,5,White,81.86,Disc,Drum,1520,1660,3765,,,450000,Kolkata,3
7167,Grand i10,Hyundai,Petrol,12000,1197,Manual,18.9,5,Sky Blue,82,Disc,Drum,1520,1660,3765,,165,399000,Kolkata,5
7168,GO,Datsun,Petrol,35000,1198,Manual,20.63,5,Sky Blue,67.06,Ventilated Disc,Drum,1490,1635,3785,,150,165000,Kolkata,6
7169,XUV500,Mahindra,Diesel,13000,2179,Manual,15.1,7,White,152.8,Ventilated Disc,Disc,1785,1890,4585,2510,,1699000,Kolkata,2
7170,Lodgy,Renault,Diesel,40000,1461,Manual,19.98,8,Silver,108.5,Ventilated Disc,Drum,1697,1751,4498,,170,599000,Kolkata,3
7171,Thar,Mahindra,Diesel,6500,2184,Manual,15.2,4,TEAL,130,Disc,Drum,1844,1855,3985,,,1525000,Kolkata,0
7172,City,Honda,Petrol,18000,1497,Manual,17.4,5,Grey,117.6,Ventilated Disc,Drum,1495,1695,4440,1438,189,749000,Kolkata,3
7173,Elantra,Hyundai,Petrol,32000,1999,Manual,14.59,5,Silver,149.9,Disc,Disc,1465,1800,4620,,,1175000,Kolkata,2
7174,Baleno,Maruti,Petrol,58000,1197,Manual,21.4,5,Red,83.1,Disc,Drum,1510,1745,3995,1340,180,499000,Kolkata,5
7175,Amaze,Honda,Petrol,48000,1198,Manual,18,5,White,86.7,Disc,Drum,1505,1680,3990,,160,325000,Kolkata,7
7176,Polo,Volkswagen,Diesel,35000,1498,Manual,20.14,5,Orange,88.8,Disc,Drum,1469,1682,3971,1620,163,435000,Kolkata,6
7177,Bolero,Mahindra,Diesel,17000,2523,Manual,15.96,7,Golden,62.1,Disc,Drum,1880,1745,4107,,117,549000,Kolkata,6
7178,Ritz,Maruti,Petrol,33000,1197,Manual,18.5,5,Grey,85.8,Ventilated Disc,Drum,1620,1680,3775,1430,156,265000,Kolkata,8
7179,Duster,Renault,Diesel,45000,1461,Manual,19.64,5,Grey,108.4,Ventilated Disc,Drum,1695,1822,4315,1795,168,495000,Kolkata,6
7180,City,Honda,Petrol,38000,1497,Manual,17.8,5,Brown,117.3,Disc,Drum,1495,1695,4440,,195,675000,Kolkata,5
7181,Etios Liva,Toyota,Petrol,40048,1197,Manual,17.71,5,Red,78.9,Ventilated Disc,Drum,1510,1695,3775,,,325000,Kolkata,5
7182,Ciaz,Maruti,Petrol,20289,1373,Manual,20.73,5,Grey,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,650000,Kolkata,4
7183,Vitara Brezza,Maruti,Diesel,68000,1248,Manual,24.3,5,White,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,690000,Kolkata,5
7184,Polo,Volkswagen,Petrol,51472,1198,Manual,16.47,5,Grey,73.9,Disc,Drum,1453,1682,3970,,162,325000,Kolkata,9
7185,Celerio X,Maruti,Petrol,11000,998,Manual,21.63,5,Blue,67,Ventilated Disc,Drum,1565,1635,3715,1250,,450000,Kolkata,2
7186,A4,Audi,Diesel,43000,1968,Automatic,15.2,5,Red,140.8,Ventilated Disc,Disc,1427,1826,4701,2065,210,1100000,Kolkata,10
7187,i20,Hyundai,Petrol,11000,1197,Manual,18.6,5,Red,81.86,Disc,Drum,1505,1734,3985,,170,550000,Kolkata,3
7188,Innova Crysta,Toyota,Diesel,45000,2393,Manual,13.68,7,garnet red,147.8,Disc,Drum,1795,1830,4735,2430,,1599000,Kolkata,5
7189,XUV500,Mahindra,Diesel,60000,2179,Manual,16,7,Orange,140,Disc,Disc,1785,1890,4585,2510,185,1089000,Kolkata,4
7190,Endeavour,Ford,Diesel,40000,2499,Manual,10.9,7,Black,,,,,,,,,400000,Kolkata,14
7191,Etios Liva,Toyota,Diesel,131190,1364,Manual,23.59,5,Golden,67.06,Ventilated Disc,Drum,1510,1695,3775,,,285000,Kolkata,8
7192,Polo,Volkswagen,Petrol,53846,1198,Manual,16.47,5,Grey,74,Disc,Drum,1469,1682,3971,1520,165,340000,Kolkata,6
7193,Innova,Toyota,Diesel,55000,2494,Manual,12.99,8,Grey,100.6,Ventilated Disc,Leading-Trailing Drum,1760,1760,4585,2300,155,855000,Kolkata,6
7194,RediGO,Datsun,Petrol,25000,799,Manual,22.7,5,Red,53.64,Disc,Drum,1541,1560,3429,,,249000,Kolkata,4
7195,SX4 S Cross,Maruti,Diesel,35000,1248,Manual,23.65,5,Silver,88.5,Ventilated Disc,Disc,1595,1785,4300,1670,190,625000,Kolkata,4
7196,Jetta,Volkswagen,Diesel,23000,1968,Manual,19.33,5,Black,138,Disc,Disc,1453,1778,4659,1940,207,900000,Kolkata,6
7197,Wagon R,Maruti,Petrol,39000,998,Manual,18.9,5,midnight blue,67.1,Ventilated Disc,Drum,1700,1495,3595,1350,,325000,Kolkata,6
7198,City,Honda,Diesel,19000,1498,Manual,26,5,White,98.6,Disc,Drum,1495,1695,4440,,175,715000,Kolkata,6
7199,Ecosport,Ford,Diesel,37471,1498,Manual,22.7,5,Silver,89.84,Ventilated Disc,Drum,1708,1765,3999,1740,182,545000,Kolkata,7
7200,i10,Hyundai,Petrol,19980,1086,Manual,19.81,5,Red,68.05,Ventilated Disc,Drum,1550,1595,3585,,165,265000,Kolkata,8
7201,Scorpio,Mahindra,Diesel,56207,2179,Manual,12.05,9,White,120,Disc,Drum,1975,1817,4430,2510,,620000,Kolkata,7
7202,Wagon R,Maruti,Petrol,13249,998,Manual,20.51,5,Grey,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,430000,Kolkata,3
7203,City,Honda,Petrol,42000,1497,Manual,17,5,Golden,118,Disc,Drum,1480,1695,4420,,,290000,Kolkata,11
7204,i10,Hyundai,Petrol,26597,1197,Manual,20.36,5,Red,78.9,Ventilated Disc,Drum,1550,1595,3585,,,265000,Kolkata,8
7205,Xcent,Hyundai,Petrol,24000,1197,Manual,20.14,5,Blue,81.86,Disc,Drum,1520,1660,3995,,172,530000,Kolkata,3
7206,City,Honda,Diesel,53000,1498,Manual,26,5,golden brown,98.6,Disc,Drum,1495,1695,4440,,175,499000,Kolkata,6
7207,i20,Hyundai,Petrol,7299,1197,Manual,18.6,5,Maroon,81.83,Disc,Drum,1505,1734,3985,,170,650000,Kolkata,3
7208,Jazz,Honda,Petrol,13000,1199,Manual,18.7,5,Grey,88.7,Disc,Drum,1544,1694,3955,,172,650000,Kolkata,2
7209,Grand i10,Hyundai,Petrol,26233,1197,Manual,18.9,5,Silver,81.86,Disc,Drum,1520,1660,3765,,165,400000,Kolkata,4
7210,X1,BMW,Diesel,46000,1995,Automatic,17.05,5,White,184,Ventilated Disc,Ventilated Disc,1545,2058,4477,,205,1385000,Kolkata,7
7211,i20,Hyundai,Petrol,23000,1197,Manual,17,5,Red,80,Disc,Drum,1505,1710,3940,,,295000,Kolkata,10
7212,X1,BMW,Diesel,47000,1995,Automatic,17.05,5,White,184,Ventilated Disc,Ventilated Disc,1545,2058,4477,,205,1275000,Kolkata,9
7213,Micra,Nissan,Diesel,30000,1461,Manual,23.08,5,Red,63.1,Ventilated Disc,Drum,1525,1665,3825,,160,300000,Kolkata,7
7214,A6,Audi,Diesel,54000,2698,Automatic,12.4,5,White,179.5,Disc & Drum,Disc,1459,1855,4916,2235,227,1125000,Kolkata,10
7215,Wagon R,Maruti,Petrol,68000,998,Manual,18.9,5,Black,67.1,Ventilated Disc,Drum,1700,1495,3595,1350,,175000,Kolkata,12
7216,City,Honda,Petrol,49000,1497,Manual,17.4,5,beige metallic,117.6,Ventilated Disc,Drum,1495,1695,4440,1436,,341000,Kolkata,10
7217,Ecosport,Ford,Diesel,65000,1498,Manual,22.7,5,Orange,89.84,Ventilated Disc,Drum,1708,1765,3999,1740,182,410000,Kolkata,7
7218,Polo,Volkswagen,Petrol,33086,1198,Manual,16.47,5,White,74,Disc,Drum,1469,1682,3971,1520,165,310000,Kolkata,7
7219,Wagon R,Maruti,Petrol,40000,998,Automatic,21.79,5,Golden,67.05,Disc,Drum,1675,1620,3655,1340,,345000,Kolkata,5
7220,i20,Hyundai,Petrol,26159,1197,Manual,18.6,5,Silver,81.83,Disc,Drum,1505,1734,3985,,170,575000,Kolkata,3
7221,i10,Hyundai,Petrol,40600,1197,Manual,20.36,5,Red,78.9,Ventilated Disc,Drum,1550,1595,3585,,,205000,Kolkata,10
7222,Manza,Tata,Diesel,38000,1248,Manual,21.12,5,Brown,88.8,Ventilated Disc,Drum,1550,1703,4413,1650,,199000,Kolkata,9
7223,Creta,Hyundai,Diesel,67000,1582,Manual,19.67,5,White,126.2,Disc,Drum,1630,1780,4270,,190,799000,Kolkata,5
7224,Santro Xing,Hyundai,Petrol,77000,1086,Manual,17,5,White,,,,,,,,,95000,Kolkata,17
7225,Swift,Maruti,Diesel,45000,1248,Manual,25.2,5,Red,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,395000,Kolkata,6
7226,City,Honda,Petrol,49000,1497,Automatic,15.6,5,urban titanium,116.3,Disc,Drum,1485,1695,4440,,,385000,Kolkata,8
7227,Amaze,Honda,Petrol,500,1199,Automatic,18.6,5,Grey,88.5,Disc,Drum,1498,1695,3995,,,875000,Kolkata,0
7228,Ignis,Maruti,Petrol,23000,1197,Automatic,20.89,5,Blue,81.8,Disc,Drum,1595,1690,3700,,,449000,Kolkata,4
7229,Creta,Hyundai,Diesel,85000,1582,Manual,19.67,5,Silver,126.2,Disc,Drum,1630,1780,4270,,190,750000,Kolkata,5
7230,Vento,Volkswagen,Diesel,43000,1498,Manual,20.34,5,Blue,103.2,Disc,Drum,1466,1699,4384,1750,186,400000,Kolkata,7
7231,Grand i10,Hyundai,Petrol,31910,1197,Manual,18.9,5,Orange,82,Disc,Drum,1520,1660,3765,,165,428000,Kolkata,5
7232,Creta,Hyundai,Diesel,46400,1396,Manual,21.38,5,Grey,88.7,Disc,Drum,1630,1780,4270,,165,698000,Kolkata,6
7233,Bolero,Mahindra,Diesel,108501,2523,Manual,15.96,7,Green,62.1,Disc,Drum,1880,1745,4107,,117,588000,Kolkata,5
7234,Ecosport,Ford,Diesel,29300,1498,Manual,21.7,5,Brown,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,842000,Kolkata,1
7235,i20,Hyundai,Diesel,50540,1396,Manual,22.54,5,Maroon,88.73,Disc,Drum,1505,1734,3985,,180,545000,Kolkata,5
7236,Celerio,Maruti,Petrol,27500,998,Manual,23.1,5,Grey,67.04,Ventilated Disc,Drum,1565,1635,3715,1250,150,392000,Kolkata,3
7237,XL6,Maruti,Petrol,9000,1462,Manual,19.01,6,Blue,103.2,Ventilated Disc,Leading-Trailing Drum,1700,1775,4445,1730,,975000,Kolkata,2
7238,i20,Hyundai,Petrol,35000,1197,Manual,18.6,5,Blue,81.83,Disc,Drum,1505,1734,3985,,170,565000,Kolkata,5
7239,Ciaz,Maruti,Diesel,51000,1248,Manual,28.09,5,Brown,88.5,Ventilated Disc,Drum,1485,1730,4490,1590,,585000,Kolkata,6
7240,Ertiga,Maruti,Diesel,72000,1248,Manual,25.47,7,Maroon,88.5,Ventilated Disc,Drum,1690,1735,4395,1800,,895000,Kolkata,2
7241,i10,Hyundai,Petrol,51344,1086,Manual,19.81,5,Red,68.05,Ventilated Disc,Drum,1550,1595,3585,,165,325000,Kolkata,5
7242,Swift,Maruti,Diesel,35000,1248,Manual,25.2,5,Red,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,400000,Kolkata,7
7243,Elantra,Hyundai,Diesel,33000,1582,Manual,22.7,5,White,126.2,Disc,Disc,1470,1775,4530,1640,191,550000,Kolkata,8
7244,City,Honda,Petrol,32655,1497,Automatic,18,5,Oliv Green,117.6,Ventilated Disc,Drum,1495,1695,4440,1455,195,799000,Kolkata,3
7245,Innova Crysta,Toyota,Diesel,120000,2393,Manual,13.68,7,Grey,147.5,Disc,Drum,1795,1830,4735,2430,,1399000,Kolkata,4
7246,A3 cabriolet,Audi,Petrol,49000,1798,Automatic,16.6,4,Red,177,Ventilated Disc,Disc,1409,1960,4421,1930,240,3500000,Kolkata,6
7247,KUV 100,Mahindra,Petrol,16323,1198,Manual,18.15,5,Red,82,Disc,Drum,1655,1735,3700,,160,399000,Kolkata,3
7248,Corolla Altis,Toyota,Petrol,73580,1794,Automatic,14.53,5,Sky Blue,138.1,Ventilated Disc,Disc,1475,1776,4620,,205,149000,Kolkata,13
7249,Endeavour,Ford,Diesel,22336,3198,Automatic,10.91,7,Orange,197,Disc,Disc,1837,1860,4892,,160,2549000,Kolkata,3
7250,TUV 300,Mahindra,Diesel,25719,1493,Manual,18.49,7,Red,100,Disc,Drum,1826,1835,3995,2225,156,775000,Kolkata,2
7251,Fluence,Renault,Diesel,42000,1461,Manual,20.4,5,White,108.4,Ventilated Disc,Disc,1488,1813,4618,,185,550000,Kolkata,7
7252,KUV 100,Mahindra,Petrol,65000,1198,Manual,18.15,5,Orange,82,Disc,Drum,1655,1715,3675,,160,350000,Kolkata,5
7253,Grand i10,Hyundai,Petrol,31910,1197,Manual,18.9,5,Orange,82,Disc,Drum,1520,1660,3765,,165,428000,Kolkata,5
7254,Creta,Hyundai,Diesel,46400,1396,Manual,21.38,5,Grey,88.7,Disc,Drum,1630,1780,4270,,165,698000,Kolkata,6
7255,Bolero,Mahindra,Diesel,108501,2523,Manual,15.96,7,Green,62.1,Disc,Drum,1880,1745,4107,,117,588000,Kolkata,5
7256,Ecosport,Ford,Diesel,29300,1498,Manual,21.7,5,Brown,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,842000,Kolkata,1
7257,i20,Hyundai,Diesel,50540,1396,Manual,22.54,5,Maroon,88.73,Disc,Drum,1505,1734,3985,,180,545000,Kolkata,5
7258,Celerio,Maruti,Petrol,27500,998,Manual,23.1,5,Grey,67.04,Ventilated Disc,Drum,1565,1635,3715,1250,150,392000,Kolkata,3
7259,XL6,Maruti,Petrol,9000,1462,Manual,19.01,6,Blue,103.2,Ventilated Disc,Leading-Trailing Drum,1700,1775,4445,1730,,975000,Kolkata,2
7260,i20,Hyundai,Petrol,35000,1197,Manual,18.6,5,Blue,81.83,Disc,Drum,1505,1734,3985,,170,565000,Kolkata,5
7261,Ciaz,Maruti,Diesel,51000,1248,Manual,28.09,5,Brown,88.5,Ventilated Disc,Drum,1485,1730,4490,1590,,585000,Kolkata,6
7262,Ertiga,Maruti,Diesel,72000,1248,Manual,25.47,7,Maroon,88.5,Ventilated Disc,Drum,1690,1735,4395,1800,,895000,Kolkata,2
7263,Polo,Volkswagen,Petrol,35000,1198,Manual,16.47,5,Grey,73.9,Disc,Drum,1453,1682,3970,,162,275000,Kolkata,10
7264,X1,BMW,Diesel,38000,1995,Automatic,20.68,5,Orange,188,Disc,Disc,1612,1821,4439,,222,1390000,Kolkata,8
7265,Vento,Volkswagen,Diesel,55000,1598,Manual,20.54,5,Green,103.6,Disc,Drum,1466,1699,4384,1760,186,445000,Kolkata,9
7266,Ritz,Maruti,Petrol,30000,1197,Manual,21.1,5,Grey,85.8,Ventilated Disc,Drum,1620,1680,3715,1520,156,280000,Kolkata,6
7267,Santro Xing,Hyundai,Petrol,46000,1086,Manual,17.92,5,Grey,62.1,Ventilated Disc,Drum,1590,1525,3565,,,165000,Kolkata,11
7268,Swift,Maruti,Petrol,46000,1298,Manual,16.1,5,S Copper,88.2,Ventilated Disc,Drum,1530,1690,3760,1415,160,185000,Kolkata,13
7269,Ertiga,Maruti,Diesel,49000,1248,Manual,20.77,7,White,88.76,Disc,Drum,1685,1695,4265,1845,160,510000,Kolkata,8
7270,GO,Datsun,Petrol,29000,1198,Manual,19.02,5,Red,67.05,Disc,Drum,1507,1636,3788,,,250000,Kolkata,7
7271,SX4 S Cross,Maruti,Diesel,52000,1248,Manual,23.65,5,Blue,88.5,Ventilated Disc,Disc,1595,1785,4300,1670,190,599000,Kolkata,5
7272,Scorpio,Mahindra,Diesel,12000,2179,Manual,0,7,White,140,Ventilated Disc,Drum,1995,1820,4456,2510,,1625000,Kolkata,1
7273,Ritz,Maruti,Petrol,40000,1197,Manual,21.1,5,Brown,85.8,Ventilated Disc,Drum,1620,1680,3715,1520,156,199000,Kolkata,11
7274,Civic,Honda,Petrol,2464,1799,Automatic,16.5,5,Silver,139.4,Disc,Disc,1433,1799,4656,,,1875000,Kolkata,1
7275,Baleno,Maruti,Petrol,30000,1197,Manual,21.01,5,Grey,81.8,Disc,Drum,1510,1745,3995,1340,,625000,Kolkata,3
7276,Vitara Brezza,Maruti,Diesel,44001,1248,Manual,24.3,5,Red,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,725000,Kolkata,5
7277,Swift Dzire,Maruti,Petrol,40000,1197,Manual,21.21,5,Grey,81.8,Disc,Drum,1515,1735,3995,1315,,425000,Kolkata,5
7278,Swift Dzire,Maruti,Petrol,45000,1197,Manual,20.85,5,Maroon,83.14,Ventilated Disc,Drum,1555,1695,3995,1415,158,425000,Kolkata,5
7279,CrossPolo,Volkswagen,Petrol,40000,1198,Manual,16.47,5,Red,74,Disc,Drum,1483,1698,3987,1520,,399000,Kolkata,6
7280,Brio,Honda,Petrol,31000,1198,Manual,19.4,5,Blue,86.8,Disc,Drum,1500,1680,3610,,,279000,Kolkata,8
7281,Amaze,Honda,Petrol,33000,1198,Manual,17.8,5,Brown,86.7,Disc,Drum,1505,1680,3990,,140,399000,Kolkata,5
7282,Swift,Maruti,Petrol,10000,1197,Manual,21.21,5,Blue,81.8,Disc,Drum,1530,1735,3840,1315,,569000,Kolkata,3
7283,Enjoy,Chevrolet,Diesel,61000,1248,Manual,18.2,8,Grey,73.8,Disc,Drum,1750,1680,4305,1930,,285000,Kolkata,8
7284,Jetta,Volkswagen,Diesel,79000,1896,Manual,15,5,Silver,105,,,1459,1781,4554,1940,189,265000,Kolkata,11
7285,EON,Hyundai,Petrol,26000,814,Manual,21.1,5,White,55.2,Disc,Drum,1500,1550,3495,,135,235000,Kolkata,4
7286,i20,Hyundai,Diesel,65000,1396,Manual,22.54,5,Blue,88.73,Disc,Drum,1505,1734,3985,,180,325000,Kolkata,7
7287,Grand i10,Hyundai,Petrol,36000,1197,Manual,18.9,5,Maroon,82,Disc,Drum,1520,1660,3765,,165,390000,Kolkata,5
7288,Creta,Hyundai,Diesel,66000,1582,Manual,20.5,5,White,126.2,Disc,Drum,1665,1780,4270,,160,825000,Kolkata,5
7289,TUV 300,Mahindra,Diesel,25000,1493,Manual,18.49,7,Red,100,Disc,Drum,1826,1835,3995,2225,156,799000,Kolkata,2
7290,Rapid,Skoda,Diesel,45000,1598,Manual,20.5,5,Grey,103.5,Disc,Drum,1466,1699,4386,1757,,250000,Kolkata,10
7291,Wagon R,Maruti,Petrol,5988,1197,Manual,20.52,5,Orange,81.8,Disc,Drum,1675,1620,3655,1340,,525000,Kolkata,2
7292,KWID,Renault,Petrol,17000,999,Manual,23.01,5,Metallic Bronze,67,Disc,Drum,1478,1579,3679,,155,265000,Kolkata,4
7293,Ertiga,Maruti,Diesel,67000,1248,Manual,24.52,7,Silver,88.5,Ventilated Disc,Drum,1685,1695,4296,,160,710000,Kolkata,5
7294,Grand i10,Hyundai,Petrol,40000,1197,Manual,18.9,5,Grey,82,Disc,Drum,1520,1660,3765,,165,300000,Kolkata,8
